development,mean_net_benefit,median_net_benefit,share_positive_scenarios,positive_scenarios,total_scenarios,mode,vtt_chf_per_hour,base_vtt_chf_per_hour
90,-1124341726.221016,-1124036498.5253325,0.0,0,3,Road,28.215,31.4
94,-162784558.54598582,-167405212.58895594,0.0,0,3,Road,28.215,31.4
103,-1130523565.4555595,-1038129613.0885875,0.0,0,3,Road,28.215,31.4
104,-1000474073.659594,-998853525.7643551,0.0,0,3,Road,28.215,31.4
109,-3048736588.8131995,-2807199581.141931,0.0,0,3,Road,28.215,31.4
114,-627090675.83311,-589348212.3880315,0.0,0,3,Road,28.215,31.4
126,-1663269852.1264164,-1527166039.0350213,0.0,0,3,Road,28.215,31.4
140,-664313149.6167413,-663661911.6852062,0.0,0,3,Road,28.215,31.4
143,-469334221.60998374,-468695231.99606085,0.0,0,3,Road,28.215,31.4
144,-1590969205.3555164,-1555798155.3783705,0.0,0,3,Road,28.215,31.4
150,-1047050043.6324035,-945735254.2192748,0.0,0,3,Road,28.215,31.4
152,-539931704.4547999,-986673555.9682372,0.3333333333333333,1,3,Road,28.215,31.4
176,-1715238823.213185,-1768709913.9867618,0.0,0,3,Road,28.215,31.4
177,-411249390.1953202,-416612630.78716797,0.0,0,3,Road,28.215,31.4
195,-964499808.2035929,-863050692.9598446,0.0,0,3,Road,28.215,31.4
197,-526019823.27297467,-515580738.6467322,0.0,0,3,Road,28.215,31.4
201,-1757533561.4353154,-1625308862.2163289,0.0,0,3,Road,28.215,31.4
202,-620007312.2873309,-579288078.4775479,0.0,0,3,Road,28.215,31.4
206,-1197874873.9048662,-1199543084.041376,0.0,0,3,Road,28.215,31.4
209,-852205776.3127266,-874492322.7361833,0.0,0,3,Road,28.215,31.4
227,-291435163.6542004,-293124222.0772237,0.0,0,3,Road,28.215,31.4
233,-995030972.2029142,-990088311.3831148,0.0,0,3,Road,28.215,31.4
240,-439997176.89846414,-441527374.27852505,0.0,0,3,Road,28.215,31.4
243,-1249148056.1044228,-1214918566.7155747,0.0,0,3,Road,28.215,31.4
245,-1536283615.3488562,-1496231028.5746593,0.0,0,3,Road,28.215,31.4
249,-1586905869.627724,-1459845709.0885234,0.0,0,3,Road,28.215,31.4
250,-1577139447.275954,-1576632521.315056,0.0,0,3,Road,28.215,31.4
254,1028563613.4658617,522771619.58516645,0.6666666666666666,2,3,Road,28.215,31.4
255,-435468903.63180405,-426016806.97220325,0.0,0,3,Road,28.215,31.4
261,-515834959.2557942,-467005673.41136515,0.0,0,3,Road,28.215,31.4
267,-567074790.0249745,-565537556.6794249,0.0,0,3,Road,28.215,31.4
270,-658313376.1696285,-652110028.4464725,0.0,0,3,Road,28.215,31.4
273,-535769669.0242478,-537936387.6224061,0.0,0,3,Road,28.215,31.4
277,-1410147207.3877335,-1343350066.6352763,0.0,0,3,Road,28.215,31.4
284,-1212072388.2503908,-1213369037.9432578,0.0,0,3,Road,28.215,31.4
285,-1994924048.6695135,-1871626647.8883297,0.0,0,3,Road,28.215,31.4
289,-2265556435.330766,-2173686123.5103836,0.0,0,3,Road,28.215,31.4
308,-1973018186.7330081,-1979512276.2630486,0.0,0,3,Road,28.215,31.4
331,-2657193495.0606637,-2515428025.599658,0.0,0,3,Road,28.215,31.4
334,-92490294.63356614,-187903041.5285914,0.3333333333333333,1,3,Road,28.215,31.4
348,-1500589206.4270165,-1403440918.966732,0.0,0,3,Road,28.215,31.4
351,-1903396420.7466033,-1783732048.030513,0.0,0,3,Road,28.215,31.4
356,-1141956841.4084833,-1069796368.0264515,0.0,0,3,Road,28.215,31.4
358,-2035256755.0198843,-1944513925.7979307,0.0,0,3,Road,28.215,31.4
390,-905576088.504477,-819750913.5695417,0.0,0,3,Road,28.215,31.4
392,-274430132.8725301,-280919397.99984074,0.0,0,3,Road,28.215,31.4
394,-567131945.3009545,-540743982.7174783,0.0,0,3,Road,28.215,31.4
423,-508678291.8107419,-577789853.6798017,0.0,0,3,Road,28.215,31.4
459,-2101268546.5163996,-2099855208.6879268,0.0,0,3,Road,28.215,31.4
464,-270938594.7399435,-270443265.79107815,0.0,0,3,Road,28.215,31.4
469,-845823205.7832254,-780278011.7110288,0.0,0,3,Road,28.215,31.4
486,-2610214635.780887,-2483490686.1667614,0.0,0,3,Road,28.215,31.4
493,-193818467.07887658,-194701459.14867672,0.0,0,3,Road,28.215,31.4
499,-1282162390.162304,-1247462576.9176748,0.0,0,3,Road,28.215,31.4
517,-666740150.9977521,-600600064.0997742,0.0,0,3,Road,28.215,31.4
521,-2479007108.7961864,-2267844806.2269087,0.0,0,3,Road,28.215,31.4
531,-1204610595.2589557,-1076666329.6407356,0.0,0,3,Road,28.215,31.4
533,-1500360599.2766876,-1498811965.5266666,0.0,0,3,Road,28.215,31.4
538,-923847669.2534204,-936084816.2584431,0.0,0,3,Road,28.215,31.4
540,-2063251503.4544847,-2092722322.4180303,0.0,0,3,Road,28.215,31.4
546,-568596372.6231043,-540001677.6344881,0.0,0,3,Road,28.215,31.4
550,-1192311025.9615476,-1205005726.4433837,0.0,0,3,Road,28.215,31.4
552,-507182214.317427,-459242099.1478157,0.0,0,3,Road,28.215,31.4
556,-844832461.3145086,-824728979.3395475,0.0,0,3,Road,28.215,31.4
557,373133447.417707,-137278049.50598955,0.3333333333333333,1,3,Road,28.215,31.4
558,-3048684377.295431,-3000534986.0130787,0.0,0,3,Road,28.215,31.4
564,-2413084074.929053,-2322578039.3140435,0.0,0,3,Road,28.215,31.4
565,-1415380072.8523304,-1430041199.906334,0.0,0,3,Road,28.215,31.4
569,-1812483970.4684813,-1831641945.6426668,0.0,0,3,Road,28.215,31.4
594,-1933742972.0670311,-1940846358.0009675,0.0,0,3,Road,28.215,31.4
602,-1431674277.594801,-1445917065.6041422,0.0,0,3,Road,28.215,31.4
612,-2911951441.1913066,-2670509857.157099,0.0,0,3,Road,28.215,31.4
614,-582461765.2649508,-562950753.2702806,0.0,0,3,Road,28.215,31.4
625,-964467443.3608918,-946845808.6685534,0.0,0,3,Road,28.215,31.4
627,-516780168.76785994,-519565574.18248653,0.0,0,3,Road,28.215,31.4
628,-1143096811.5749393,-1105928455.3373542,0.0,0,3,Road,28.215,31.4
629,-1178847009.2503347,-1137461457.1476984,0.0,0,3,Road,28.215,31.4
648,-1766821302.567832,-1768641214.966596,0.0,0,3,Road,28.215,31.4
662,-1812070719.0078013,-1612911727.406176,0.0,0,3,Road,28.215,31.4
669,-39619499.07808816,-105614716.64926854,0.3333333333333333,1,3,Road,28.215,31.4
670,-485092726.16856366,-469439247.7505853,0.0,0,3,Road,28.215,31.4
673,-67977255.90209047,-99691889.79799621,0.3333333333333333,1,3,Road,28.215,31.4
678,-1283440350.6643143,-1253342774.412893,0.0,0,3,Road,28.215,31.4
680,-1187663483.9111009,-1200474774.2308395,0.0,0,3,Road,28.215,31.4
682,-2998082529.823662,-2949870903.162006,0.0,0,3,Road,28.215,31.4
689,-1269430605.289223,-1166295312.87337,0.0,0,3,Road,28.215,31.4
694,-790031890.9826638,-819053507.8058591,0.0,0,3,Road,28.215,31.4
726,-902567090.6445981,-866910251.051444,0.0,0,3,Road,28.215,31.4
736,-869750832.9046541,-872236395.6270757,0.0,0,3,Road,28.215,31.4
750,-1662408182.1351814,-1532614759.7927399,0.0,0,3,Road,28.215,31.4
755,-1628636487.0773823,-1626202714.4599755,0.0,0,3,Road,28.215,31.4
759,-3285934048.830403,-3049016160.2031517,0.0,0,3,Road,28.215,31.4
761,-246144895.794994,-286732463.62248176,0.0,0,3,Road,28.215,31.4
764,-1950162860.188216,-1955004802.6126904,0.0,0,3,Road,28.215,31.4
767,-178645813.303386,-210664243.22821465,0.0,0,3,Road,28.215,31.4
770,-270410389.97056746,-288894523.30029225,0.0,0,3,Road,28.215,31.4
775,-1601234425.00082,-1456039130.5667832,0.0,0,3,Road,28.215,31.4
776,-1152841170.0572016,-1098398389.7210207,0.0,0,3,Road,28.215,31.4
780,-699137942.6693878,-711722424.5148507,0.0,0,3,Road,28.215,31.4
789,-1454499894.7285433,-1381484851.4864752,0.0,0,3,Road,28.215,31.4
791,-835157516.2742267,-815753109.9812706,0.0,0,3,Road,28.215,31.4
809,-927572659.8880072,-906923595.0173241,0.0,0,3,Road,28.215,31.4
810,-1147947122.9374473,-1153392496.7727249,0.0,0,3,Road,28.215,31.4
811,-343609741.8513874,-343844482.8660291,0.0,0,3,Road,28.215,31.4
813,-984403041.2983998,-1060851870.7386423,0.0,0,3,Road,28.215,31.4
822,-490681119.7955716,-476663363.5529618,0.0,0,3,Road,28.215,31.4
831,-1174840866.4659104,-1135993819.2276566,0.0,0,3,Road,28.215,31.4
837,-1258562300.4512968,-1259647317.9470437,0.0,0,3,Road,28.215,31.4
858,-1601761356.4246447,-1612909538.0702875,0.0,0,3,Road,28.215,31.4
863,-899110590.5466055,-915503139.6505561,0.0,0,3,Road,28.215,31.4
866,-841980879.0734838,-830734505.7753924,0.0,0,3,Road,28.215,31.4
873,-1948398421.2660122,-1824053102.2426581,0.0,0,3,Road,28.215,31.4
878,-1441026469.5137389,-1416652151.448109,0.0,0,3,Road,28.215,31.4
887,-611640183.8800277,-541146635.4020479,0.0,0,3,Road,28.215,31.4
895,-2199919391.2727895,-2102359645.7859223,0.0,0,3,Road,28.215,31.4
935,-1154069045.830251,-1132229641.833036,0.0,0,3,Road,28.215,31.4
938,-902002560.869875,-961289487.8042707,0.0,0,3,Road,28.215,31.4
940,-623139646.9076886,-604576624.1124294,0.0,0,3,Road,28.215,31.4
945,-1412405796.687756,-1241436283.7025666,0.0,0,3,Road,28.215,31.4
952,-2767747068.701572,-2706452129.629224,0.0,0,3,Road,28.215,31.4
958,-698965658.1474501,-711423910.8809872,0.0,0,3,Road,28.215,31.4
964,-783218711.0822631,-783296769.079998,0.0,0,3,Road,28.215,31.4
970,-529221711.3255486,-490217550.85351527,0.0,0,3,Road,28.215,31.4
971,-953334970.1916326,-891566545.3320063,0.0,0,3,Road,28.215,31.4
987,-404194673.6264561,-405552732.6136807,0.0,0,3,Road,28.215,31.4
0,-167521309.63431737,-235270192.0780177,0.3333333333333333,1,3,Road,28.32875,31.4
2,-1030481002.7964076,-939081447.3577248,0.0,0,3,Road,28.32875,31.4
9,-40994220.898104586,-476983661.27421165,0.3333333333333333,1,3,Road,28.32875,31.4
12,-1156738708.2524688,-1168494561.9528644,0.0,0,3,Road,28.32875,31.4
15,-181528739.884686,-229917739.20740587,0.0,0,3,Road,28.32875,31.4
17,-2895558601.1049333,-2929408515.4592237,0.0,0,3,Road,28.32875,31.4
25,-1448304920.7886002,-1400643032.4791236,0.0,0,3,Road,28.32875,31.4
27,-1348415945.4642298,-1304735561.7208717,0.0,0,3,Road,28.32875,31.4
28,-2868672116.0625916,-2933590032.0216584,0.0,0,3,Road,28.32875,31.4
57,-292248507.3001426,-316371725.8095901,0.0,0,3,Road,28.32875,31.4
62,-158525774.1115702,-173517182.17252284,0.0,0,3,Road,28.32875,31.4
63,-2139418628.5515556,-2010074633.142898,0.0,0,3,Road,28.32875,31.4
73,-779307679.275951,-719152873.0492733,0.0,0,3,Road,28.32875,31.4
90,-1124218900.687209,-1123912442.4527915,0.0,0,3,Road,28.32875,31.4
94,-162742950.834794,-167382233.24556094,0.0,0,3,Road,28.32875,31.4
103,-1132119372.9125412,-1039352930.3069817,0.0,0,3,Road,28.32875,31.4
104,-1000368146.2165047,-998741065.0119237,0.0,0,3,Road,28.32875,31.4
109,-3053509993.412357,-2810999218.786539,0.0,0,3,Road,28.32875,31.4
114,-627827109.300228,-589932485.4717762,0.0,0,3,Road,28.32875,31.4
126,-1666024563.4296446,-1529372041.894544,0.0,0,3,Road,28.32875,31.4
140,-664345054.6700722,-663691191.244484,0.0,0,3,Road,28.32875,31.4
143,-469341659.53409857,-468700093.80574775,0.0,0,3,Road,28.32875,31.4
144,-1591732699.384946,-1556419855.789693,0.0,0,3,Road,28.32875,31.4
150,-1048914274.8088714,-947191030.4145005,0.0,0,3,Road,28.32875,31.4
152,-531162931.4820497,-979705842.2054694,0.3333333333333333,1,3,Road,28.32875,31.4
176,-1714331972.1942222,-1768018633.9965248,0.0,0,3,Road,28.32875,31.4
177,-411179240.9747866,-416564103.7044094,0.0,0,3,Road,28.32875,31.4
195,-966399456.4569904,-864541344.69157,0.0,0,3,Road,28.32875,31.4
197,-526192699.2278895,-515711528.9778216,0.0,0,3,Road,28.32875,31.4
201,-1760162825.295956,-1627405056.4496024,0.0,0,3,Road,28.32875,31.4
202,-620720917.215364,-579837522.0429773,0.0,0,3,Road,28.32875,31.4
206,-1197719699.5953424,-1199394635.1935935,0.0,0,3,Road,28.32875,31.4
209,-851901340.3093119,-874277735.914256,0.0,0,3,Road,28.32875,31.4
227,-291413373.91270876,-293109241.84824735,0.0,0,3,Road,28.32875,31.4
233,-995004344.9340774,-990041757.5621514,0.0,0,3,Road,28.32875,31.4
240,-439990736.61215895,-441527103.0495291,0.0,0,3,Road,28.32875,31.4
243,-1249933648.3049877,-1215566161.2405066,0.0,0,3,Road,28.32875,31.4
245,-1537132287.6710837,-1496918227.1508098,0.0,0,3,Road,28.32875,31.4
249,-1589462376.4961996,-1461889967.392004,0.0,0,3,Road,28.32875,31.4
250,-1577165066.622505,-1576656096.9675417,0.0,0,3,Road,28.32875,31.4
254,1038489235.22083,530658118.91220856,0.6666666666666666,2,3,Road,28.32875,31.4
255,-435552345.4870658,-426062142.2885662,0.0,0,3,Road,28.32875,31.4
261,-516664175.69133633,-467638032.4566963,0.0,0,3,Road,28.32875,31.4
267,-567020576.2815613,-565477145.5129014,0.0,0,3,Road,28.32875,31.4
270,-658340372.3534118,-652112015.5640318,0.0,0,3,Road,28.32875,31.4
273,-535757568.39495516,-537933022.2134056,0.0,0,3,Road,28.32875,31.4
277,-1411221274.9858344,-1344154838.654409,0.0,0,3,Road,28.32875,31.4
284,-1212141143.3828323,-1213443020.575347,0.0,0,3,Road,28.32875,31.4
285,-1997423668.848954,-1873629189.2324393,0.0,0,3,Road,28.32875,31.4
289,-2267173158.096398,-2174932467.1170726,0.0,0,3,Road,28.32875,31.4
308,-1972986642.241647,-1979506912.9761546,0.0,0,3,Road,28.32875,31.4
331,-2660034070.954185,-2517697067.835508,0.0,0,3,Road,28.32875,31.4
334,-90719634.42481337,-186517041.95989925,0.3333333333333333,1,3,Road,28.32875,31.4
348,-1502449361.6042583,-1404909416.596619,0.0,0,3,Road,28.32875,31.4
351,-1905482514.2851937,-1785335709.4444728,0.0,0,3,Road,28.32875,31.4
356,-1143290061.4538507,-1070838669.9840213,0.0,0,3,Road,28.32875,31.4
358,-2036791220.5484684,-1945682557.6627188,0.0,0,3,Road,28.32875,31.4
390,-907192721.5444008,-821021538.6828716,0.0,0,3,Road,28.32875,31.4
392,-274345978.0756813,-280861404.9576697,0.0,0,3,Road,28.32875,31.4
394,-567644943.0531145,-541150596.2504687,0.0,0,3,Road,28.32875,31.4
423,-507441558.1579175,-576831746.2953666,0.0,0,3,Road,28.32875,31.4
459,-2101382893.3324811,-2099963857.5710652,0.0,0,3,Road,28.32875,31.4
464,-270945136.384849,-270447810.4957769,0.0,0,3,Road,28.32875,31.4
469,-846877631.6636952,-781068189.2900379,0.0,0,3,Road,28.32875,31.4
486,-2612773058.9183974,-2485538216.1882477,0.0,0,3,Road,28.32875,31.4
493,-193812019.2791244,-194698571.16986874,0.0,0,3,Road,28.32875,31.4
499,-1282885134.3117688,-1248045427.2604208,0.0,0,3,Road,28.32875,31.4
517,-667974162.3277398,-601567428.7919933,0.0,0,3,Road,28.32875,31.4
521,-2483248380.2134767,-2271234767.634727,0.0,0,3,Road,28.32875,31.4
531,-1207098874.8053234,-1078638796.314019,0.0,0,3,Road,28.32875,31.4
533,-1500416760.1442626,-1498861883.0099046,0.0,0,3,Road,28.32875,31.4
538,-923699333.4360777,-935985815.031631,0.0,0,3,Road,28.32875,31.4
540,-2062695893.690519,-2092285525.542851,0.0,0,3,Road,28.32875,31.4
546,-569102040.6017604,-540392064.8562788,0.0,0,3,Road,28.32875,31.4
550,-1192158991.2050767,-1204904870.9241912,0.0,0,3,Road,28.32875,31.4
552,-508064531.39780974,-459931143.5682466,0.0,0,3,Road,28.32875,31.4
556,-845110484.166794,-824925954.1296443,0.0,0,3,Road,28.32875,31.4
557,383030983.5562003,-129438259.5229125,0.3333333333333333,1,3,Road,28.32875,31.4
558,-3049652205.1606545,-3001308697.512597,0.0,0,3,Road,28.32875,31.4
564,-2414656600.4917107,-2323785685.856633,0.0,0,3,Road,28.32875,31.4
565,-1415309495.5939343,-1430029729.6194916,0.0,0,3,Road,28.32875,31.4
569,-1812119491.5176497,-1831354702.902222,0.0,0,3,Road,28.32875,31.4
594,-1933778004.9168332,-1940910028.4601965,0.0,0,3,Road,28.32875,31.4
602,-1431568195.3327925,-1445868403.7616293,0.0,0,3,Road,28.32875,31.4
612,-2916724322.6420712,-2674309356.357859,0.0,0,3,Road,28.32875,31.4
614,-582806715.8442239,-563217044.3558661,0.0,0,3,Road,28.32875,31.4
625,-964737341.1255842,-947044664.0463505,0.0,0,3,Road,28.32875,31.4
627,-516745610.2708387,-519542245.16857404,0.0,0,3,Road,28.32875,31.4
628,-1143680200.1412938,-1106361998.0585191,0.0,0,3,Road,28.32875,31.4
629,-1179668692.019892,-1138116292.2634661,0.0,0,3,Road,28.32875,31.4
648,-1766888326.0318356,-1768715575.486611,0.0,0,3,Road,28.32875,31.4
662,-1816062811.7204678,-1616100901.9797435,0.0,0,3,Road,28.32875,31.4
669,-38449470.22000584,-104710750.3819614,0.3333333333333333,1,3,Road,28.32875,31.4
670,-485402544.8499431,-469685958.7527145,0.0,0,3,Road,28.32875,31.4
673,-67410011.96330129,-99252504.78551075,0.3333333333333333,1,3,Road,28.32875,31.4
678,-1284127196.9172604,-1253908280.9777796,0.0,0,3,Road,28.32875,31.4
680,-1187536666.1117826,-1200399605.7058034,0.0,0,3,Road,28.32875,31.4
682,-2999051258.554112,-2950645264.622112,0.0,0,3,Road,28.32875,31.4
689,-1271368410.949521,-1167817324.1153693,0.0,0,3,Road,28.32875,31.4
694,-789540392.6549457,-818679011.3889558,0.0,0,3,Road,28.32875,31.4
726,-903116117.5576944,-867315525.8644615,0.0,0,3,Road,28.32875,31.4
736,-869794774.812167,-872290358.188839,0.0,0,3,Road,28.32875,31.4
750,-1665042685.2523868,-1534725995.0810792,0.0,0,3,Road,28.32875,31.4
755,-1628693685.3548653,-1626250100.8772695,0.0,0,3,Road,28.32875,31.4
759,-3290632389.79291,-3052759356.3904915,0.0,0,3,Road,28.32875,31.4
761,-245442449.59717146,-286193647.97012717,0.0,0,3,Road,28.32875,31.4
764,-1950165185.873605,-1955026648.7996137,0.0,0,3,Road,28.32875,31.4
767,-178099757.9049069,-210247271.5229466,0.0,0,3,Road,28.32875,31.4
770,-270106831.05611897,-288665483.9735189,0.0,0,3,Road,28.32875,31.4
775,-1604138776.3383598,-1458358120.758058,0.0,0,3,Road,28.32875,31.4
776,-1153731446.8191195,-1099069178.0454676,0.0,0,3,Road,28.32875,31.4
780,-698966473.4905043,-711601690.2220179,0.0,0,3,Road,28.32875,31.4
789,-1455858984.9242773,-1382549578.3588426,0.0,0,3,Road,28.32875,31.4
791,-835569719.5311943,-816087083.530075,0.0,0,3,Road,28.32875,31.4
809,-928010443.6541532,-907278131.1801018,0.0,0,3,Road,28.32875,31.4
810,-1148012252.165869,-1153479579.2626657,0.0,0,3,Road,28.32875,31.4
811,-343623784.8646938,-343859472.2479485,0.0,0,3,Road,28.32875,31.4
813,-983040447.8545791,-1059797484.0766338,0.0,0,3,Road,28.32875,31.4
822,-490942078.7717344,-476867809.33498675,0.0,0,3,Road,28.32875,31.4
831,-1175453762.6431835,-1136450101.8439388,0.0,0,3,Road,28.32875,31.4
837,-1258415843.5223129,-1259505235.3132975,0.0,0,3,Road,28.32875,31.4
858,-1601747250.2730923,-1612940376.2980435,0.0,0,3,Road,28.32875,31.4
863,-898922532.2626187,-915381168.6414435,0.0,0,3,Road,28.32875,31.4
866,-842171321.9236082,-830879608.3822893,0.0,0,3,Road,28.32875,31.4
873,-1950917474.5218499,-1826070851.935182,0.0,0,3,Road,28.32875,31.4
878,-1441487541.5492427,-1417014957.3599207,0.0,0,3,Road,28.32875,31.4
887,-613025053.6443162,-542247307.3588096,0.0,0,3,Road,28.32875,31.4
895,-2201720444.8803825,-2103767383.0352263,0.0,0,3,Road,28.32875,31.4
935,-1154463100.080669,-1132535649.5761108,0.0,0,3,Road,28.32875,31.4
938,-900926653.4419512,-960452598.2015741,0.0,0,3,Road,28.32875,31.4
940,-623464286.7593817,-604826426.3301347,0.0,0,3,Road,28.32875,31.4
945,-1415707924.8707738,-1244049140.855917,0.0,0,3,Road,28.32875,31.4
952,-2768956323.193642,-2707414270.907774,0.0,0,3,Road,28.32875,31.4
958,-698800767.833529,-711309246.5549605,0.0,0,3,Road,28.32875,31.4
964,-783171433.827746,-783249806.5196947,0.0,0,3,Road,28.32875,31.4
970,-530020025.1533218,-490858617.7114606,0.0,0,3,Road,28.32875,31.4
971,-954464092.7934809,-892446645.8417838,0.0,0,3,Road,28.32875,31.4
987,-404240190.57936233,-405603724.6404766,0.0,0,3,Road,28.32875,31.4
0,-166286173.08097804,-234307091.36734602,0.3333333333333333,1,3,Road,28.4425,31.4
2,-1032014712.5221714,-940248155.3827024,0.0,0,3,Road,28.4425,31.4
9,-32429631.410102367,-470169724.3509283,0.3333333333333333,1,3,Road,28.4425,31.4
12,-1156615867.5574396,-1168418925.188768,0.0,0,3,Road,28.4425,31.4
15,-180652255.8286766,-229235554.18234417,0.0,0,3,Road,28.4425,31.4
17,-2895085525.0695767,-2929071358.86111,0.0,0,3,Road,28.4425,31.4
25,-1449222659.6859028,-1401369391.9546304,0.0,0,3,Road,28.4425,31.4
27,-1349271699.3873851,-1305415923.378191,0.0,0,3,Road,28.4425,31.4
28,-2867789271.2208467,-2932967855.6859493,0.0,0,3,Road,28.4425,31.4
57,-291709007.4600726,-315929089.2658339,0.0,0,3,Road,28.4425,31.4
62,-158292382.03107512,-173343985.92371583,0.0,0,3,Road,28.4425,31.4
63,-2142012601.954777,-2012149244.432446,0.0,0,3,Road,28.4425,31.4
73,-780437410.498674,-720041061.3444655,0.0,0,3,Road,28.4425,31.4
90,-1124096075.153402,-1123788386.3802505,0.0,0,3,Road,28.4425,31.4
94,-162701343.12360215,-167359253.90216595,0.0,0,3,Road,28.4425,31.4
103,-1133715180.3695226,-1040576247.5253758,0.0,0,3,Road,28.4425,31.4
104,-1000262218.7734154,-998628604.2594924,0.0,0,3,Road,28.4425,31.4
109,-3058283398.011513,-2814798856.4311466,0.0,0,3,Road,28.4425,31.4
114,-628563542.767346,-590516758.5555209,0.0,0,3,Road,28.4425,31.4
126,-1668779274.7328727,-1531578044.7540665,0.0,0,3,Road,28.4425,31.4
140,-664376959.7234033,-663720470.8037617,0.0,0,3,Road,28.4425,31.4
143,-469349097.4582134,-468704955.6154347,0.0,0,3,Road,28.4425,31.4
144,-1592496193.414376,-1557041556.2010155,0.0,0,3,Road,28.4425,31.4
150,-1050778505.9853392,-948646806.6097262,0.0,0,3,Road,28.4425,31.4
152,-522394158.5092996,-972738128.4427018,0.3333333333333333,1,3,Road,28.4425,31.4
176,-1713425121.1752596,-1767327354.0062876,0.0,0,3,Road,28.4425,31.4
177,-411109091.754253,-416515576.6216508,0.0,0,3,Road,28.4425,31.4
195,-968299104.7103876,-866031996.4232953,0.0,0,3,Road,28.4425,31.4
197,-526365575.1828043,-515842319.30891097,0.0,0,3,Road,28.4425,31.4
201,-1762792089.1565962,-1629501250.6828756,0.0,0,3,Road,28.4425,31.4
202,-621434522.1433972,-580386965.6084069,0.0,0,3,Road,28.4425,31.4
206,-1197564525.2858183,-1199246186.345811,0.0,0,3,Road,28.4425,31.4
209,-851596904.3058971,-874063149.0923285,0.0,0,3,Road,28.4425,31.4
227,-291391584.171217,-293094261.6192709,0.0,0,3,Road,28.4425,31.4
233,-994977717.6652406,-989995203.741188,0.0,0,3,Road,28.4425,31.4
240,-439984296.32585365,-441526831.82053316,0.0,0,3,Road,28.4425,31.4
243,-1250719240.5055525,-1216213755.7654388,0.0,0,3,Road,28.4425,31.4
245,-1537980959.9933112,-1497605425.7269602,0.0,0,3,Road,28.4425,31.4
249,-1592018883.3646753,-1463934225.6954846,0.0,0,3,Road,28.4425,31.4
250,-1577190685.969056,-1576679672.6200273,0.0,0,3,Road,28.4425,31.4
254,1048414856.9757975,538544618.2392504,0.6666666666666666,2,3,Road,28.4425,31.4
255,-435635787.3423276,-426107477.60492915,0.0,0,3,Road,28.4425,31.4
261,-517493392.12687844,-468270391.5020274,0.0,0,3,Road,28.4425,31.4
267,-566966362.538148,-565416734.3463778,0.0,0,3,Road,28.4425,31.4
270,-658367368.5371952,-652114002.6815913,0.0,0,3,Road,28.4425,31.4
273,-535745467.76566267,-537929656.8044051,0.0,0,3,Road,28.4425,31.4
277,-1412295342.583935,-1344959610.6735415,0.0,0,3,Road,28.4425,31.4
284,-1212209898.5152733,-1213517003.207436,0.0,0,3,Road,28.4425,31.4
285,-1999923289.0283945,-1875631730.576549,0.0,0,3,Road,28.4425,31.4
289,-2268789880.8620296,-2176178810.7237616,0.0,0,3,Road,28.4425,31.4
308,-1972955097.7502859,-1979501549.6892605,0.0,0,3,Road,28.4425,31.4
331,-2662874646.8477054,-2519966110.0713573,0.0,0,3,Road,28.4425,31.4
334,-88948974.21606071,-185131042.39120716,0.3333333333333333,1,3,Road,28.4425,31.4
348,-1504309516.7814991,-1406377914.2265058,0.0,0,3,Road,28.4425,31.4
351,-1907568607.823784,-1786939370.8584328,0.0,0,3,Road,28.4425,31.4
356,-1144623281.4992177,-1071880971.941591,0.0,0,3,Road,28.4425,31.4
358,-2038325686.077052,-1946851189.5275068,0.0,0,3,Road,28.4425,31.4
390,-908809354.5843247,-822292163.7962015,0.0,0,3,Road,28.4425,31.4
392,-274261823.27883255,-280803411.9154986,0.0,0,3,Road,28.4425,31.4
394,-568157940.8052746,-541557209.7834592,0.0,0,3,Road,28.4425,31.4
423,-506204824.5050933,-575873638.9109317,0.0,0,3,Road,28.4425,31.4
459,-2101497240.1485624,-2100072506.4542034,0.0,0,3,Road,28.4425,31.4
464,-270951678.02975446,-270452355.2004756,0.0,0,3,Road,28.4425,31.4
469,-847932057.544165,-781858366.869047,0.0,0,3,Road,28.4425,31.4
486,-2615331482.055907,-2487585746.2097344,0.0,0,3,Road,28.4425,31.4
493,-193805571.47937226,-194695683.19106075,0.0,0,3,Road,28.4425,31.4
499,-1283607878.4612339,-1248628277.6031668,0.0,0,3,Road,28.4425,31.4
517,-669208173.6577276,-602534793.4842123,0.0,0,3,Road,28.4425,31.4
521,-2487489651.6307673,-2274624729.0425453,0.0,0,3,Road,28.4425,31.4
531,-1209587154.351691,-1080611262.9873023,0.0,0,3,Road,28.4425,31.4
533,-1500472921.0118377,-1498911800.4931428,0.0,0,3,Road,28.4425,31.4
538,-923550997.618735,-935886813.804819,0.0,0,3,Road,28.4425,31.4
540,-2062140283.9265537,-2091848728.6676717,0.0,0,3,Road,28.4425,31.4
546,-569607708.5804164,-540782452.0780696,0.0,0,3,Road,28.4425,31.4
550,-1192006956.4486063,-1204804015.404999,0.0,0,3,Road,28.4425,31.4
552,-508946848.4781925,-460620187.9886774,0.0,0,3,Road,28.4425,31.4
556,-845388507.0190793,-825122928.919741,0.0,0,3,Road,28.4425,31.4
557,392928519.69469327,-121598469.53983569,0.3333333333333333,1,3,Road,28.4425,31.4
558,-3050620033.0258784,-3002082409.0121155,0.0,0,3,Road,28.4425,31.4
564,-2416229126.054368,-2324993332.399223,0.0,0,3,Road,28.4425,31.4
