development,scenario,tts_raw,net_benefit_raw,building_costs,externalities_raw,maintenance,maintenance_annual,maintenance_derived,construction_raw,construction_integrated,maintenance_raw,maintenance_integrated,tts_integrated,operation_raw,operation_integrated,cost_base_raw,cost_base_integrated,bcr_raw,bcr_integrated,net_benefit_integrated,mode,year,status_quo_tt,development_tt,tt_savings_daily,monetized_savings_yearly,net_benefit_reported,bcr_reported,TotalConstructionCost,YearlyMaintenanceCost,uncoveredOperatingCost
493,scenario_19,5247500.780910511,-299095110.61781156,127574143.01461123,92763848.98576695,84004619.39834395,1680092.3879668792,84004619.39834392,127574143.01461123,3670048.5865008635,1680092.3879668792,1983869.378157528,5844902.624573429,0.0,0.0,129254235.40257812,5653917.964658392,0.04059828882640888,1.033779170675777,-92572864.32585192,Road,,,,,,,,,,
499,scenario_19,-314753623.45375687,-1544502266.8954897,149721588.62910992,976241726.6350548,103785328.17756777,2075706.5635513556,103785328.17756772,149721588.62910992,4307185.545067666,2075706.5635513556,2451014.431684519,-350586756.74930483,0.0,0.0,151797295.1926613,6758199.976752185,-2.0735127266547884,-51.87575951515239,-1333586683.3611119,Road,,,,,,,,,,
517,scenario_19,-559019941.1373928,-1035306757.7674904,135901440.20503777,249008918.55565852,91376457.86940138,1827529.1573880275,91376457.8694014,135901440.20503777,3909607.9874963877,1827529.1573880275,2157964.144709648,-622661578.8279865,0.0,0.0,137728969.3624258,6067572.132206036,-4.058840661664752,-102.62120750455757,-877738069.515851,Road,,,,,,,,,,
521,scenario_19,-1814145139.8321867,-4382827641.594588,1340309963.014307,361258179.62453145,867114359.123563,17342287.18247126,867114359.1235628,1340309963.014307,38557991.211983316,17342287.18247126,20477940.81738127,-2020676533.8150995,0.0,0.0,1357652250.1967783,59035932.029364586,-1.3362369778927146,-34.22790941642136,-2440970645.4689956,Road,,,,,,,,,,
531,scenario_19,-1071491252.301492,-1812802535.132224,183125203.2839687,424574025.43725795,133612054.10950537,2672241.0821901076,133612054.10950541,183125203.2839687,5268139.589917046,2672241.0821901076,3155408.1739676315,-1193475197.8631985,0.0,0.0,185797444.36615878,8423547.763884678,-5.766985955898615,-141.68319944479128,-1626472771.0643413,Road,,,,,,,,,,
533,scenario_19,-6186972.971558255,-1717579183.1359646,270883968.7693062,1228522851.1511414,211985390.24395877,4239707.8048791755,211985390.2439587,270883968.7693062,7792780.756314186,4239707.8048791755,5006288.074796681,-6891329.047758824,0.0,0.0,275123676.5741854,12799068.831110869,-0.022487969950815836,-0.5384242509117522,-1248213249.0300112,Road,,,,,,,,,,
538,scenario_19,79216147.22806135,-1326420422.8619556,520403221.32182837,556145297.6660459,329088051.1021428,6581761.022042856,329088051.1021427,520403221.32182837,14970942.086625881,6581761.022042856,7771807.216972536,88234511.27939661,0.0,0.0,526984982.34387124,22742749.30359842,0.150319553463804,3.879676555438964,-490653535.6902477,Road,,,,,,,,,,
540,scenario_19,254242061.17245695,-2100341800.8781376,182656476.46843788,2038748542.3833852,133178843.19877148,2663576.86397543,133178843.19877172,182656476.46843788,5254655.272906217,2663576.86397543,3145177.381110714,283186254.3079046,0.0,0.0,185320053.33241332,8399832.65401693,1.371907986214619,33.71332096389808,-1763962120.7294974,Road,,,,,,,,,,
546,scenario_19,-214351354.00467125,-775885099.5622041,139232704.69704866,327883725.68498296,94417315.17550132,1888346.303510026,94417315.17550135,139232704.69704866,4005441.6905592787,1888346.303510026,2229777.620398548,-238754188.69120833,0.0,0.0,141121051.0005587,6235219.310957827,-1.5189183504863681,-38.29122550214388,-572873133.687149,Road,,,,,,,,,,
550,scenario_19,83141382.37684177,-1351371292.1581204,241897366.88950434,1024139453.4921709,168475854.15328696,3369517.08306574,168475854.15328693,241897366.88950434,6958895.184029794,3369517.08306574,3978758.435041833,92606614.91140287,0.0,0.0,245266883.9725701,10937653.619071627,0.338983319028671,8.466771588919928,-942470492.1998397,Road,,,,,,,,,,
552,scenario_19,-386817620.0397253,-797183818.3182938,143780849.82948923,168127775.70921195,98457572.73986734,1969151.4547973468,98457572.73986733,143780849.82948923,4136282.5743001364,1969151.4547973468,2325193.1263459874,-430854880.63693815,0.0,0.0,145750001.2842866,6461475.700646124,-2.653980217024042,-66.68056967139167,-605444132.0467962,Road,,,,,,,,,,
556,scenario_19,-121546876.462411,-1029977974.0779728,156767661.50513065,641592284.5112411,110071151.59919022,2201423.0319838044,110071151.59919012,156767661.50513065,4509886.7287711715,2201423.0319838044,2599461.6562773604,-135384383.3293493,0.0,0.0,158969084.53711444,7109348.385048532,-0.7645944292648519,-19.043149385402515,-784086016.2256389,Road,,,,,,,,,,
557,scenario_19,4329290481.573522,1143099298.396232,1295171144.4890049,1058031572.875066,832988465.813219,16659769.316264382,832988465.8132188,1295171144.4890049,37259439.223230146,16659769.316264382,19672017.104786046,4822158653.190179,0.0,0.0,1311830913.8052692,56931456.32801619,3.300189403995224,84.70112946710579,3707195623.987097,Road,,,,,,,,,,
558,scenario_19,-407783496.74636453,-4992335802.426899,2082142906.5445366,1169419957.6045449,1332989441.5314527,26659788.83062905,1332989441.5314531,2082142906.5445366,59899015.97991827,26659788.83062905,31480137.085338492,-454207618.04574627,0.0,0.0,2108802695.3751657,91379153.06525676,-0.19337204833846156,-4.970582488561501,-1715006728.715548,Road,,,,,,,,,,
564,scenario_19,-711958307.7510924,-4483134326.701305,2039196649.1737866,477965089.07430273,1254014280.7021234,25080285.614042465,1254014280.7021232,2039196649.1737866,58663539.51553025,25080285.614042465,29615044.375836127,-793011217.2063693,0.0,0.0,2064276934.7878292,88278583.89136638,-0.34489476472509684,-8.98305321913898,-1359254890.1720383,Road,,,,,,,,,,
565,scenario_19,76599099.8723233,-1908678189.952592,651838660.2994602,892902208.4148588,440536421.1105963,8810728.422211926,440536421.1105962,651838660.2994602,18752072.303434245,8810728.422211926,10403793.53021211,85319526.10896426,0.0,0.0,660649388.721672,29155865.833646357,0.11594516120046557,2.9263245549204067,-836738548.1395409,Road,,,,,,,,,,
569,scenario_19,168437703.90317115,-1889719858.8686993,184817747.65013394,1738230660.1126463,135109155.00909021,2702183.1001818045,135109155.00909042,184817747.65013394,5316830.648401549,2702183.1001818045,3190763.999063567,187613498.06792083,0.0,0.0,187519930.75031576,8507594.647465115,0.8982389404113382,22.052472625011738,-1559124756.6921906,Road,,,,,,,,,,
594,scenario_19,28158208.544669807,-3153704624.603873,1471261542.2696161,779237741.8519298,931363549.0269967,18627270.980539933,931363549.0269966,1471261542.2696161,42325201.76883542,18627270.980539933,21995262.14249119,31363880.425658435,0.0,0.0,1489888813.2501562,64320463.91132661,0.018899536860903975,0.4876190020783629,-812194325.337598,Road,,,,,,,,,,
602,scenario_19,83155729.10419144,-1961818888.875894,692114198.1232255,888133435.062489,464726984.794371,9294539.69588742,464726984.7943711,692114198.1232255,19910717.599164292,9294539.69588742,10975082.572128253,92622594.94224826,0.0,0.0,701408737.8191129,30885800.171292543,0.11855530822548231,2.998873088233546,-826396640.2915334,Road,,,,,,,,,,
612,scenario_19,-2055185759.036525,-5113366310.495446,1560568518.3662302,492382893.15971184,1005229139.9329787,20104582.798659574,1005229139.9329786,1560568518.3662302,44894381.80518891,20104582.798659574,23739686.25806284,-2289158427.699027,0.0,0.0,1580673101.1648898,68634068.06325175,-1.3001965792433232,-33.353092601029935,-2850175388.921991,Road,,,,,,,,,,
614,scenario_19,-147858788.75647867,-758420697.8262218,133434475.53122531,387903306.3728843,89224127.16563359,1784482.5433126716,89224127.16563356,133434475.53122531,3838638.432066679,1784482.5433126716,2107134.285525055,-164691775.86649865,0.0,0.0,135218958.074538,5945772.717591735,-1.0934767643674128,-27.698969282701597,-558540854.9569746,Road,,,,,,,,,,
625,scenario_19,-105077582.27171735,-1150403094.4595833,175602227.86178,742844853.3632607,126878430.96282506,2537568.619256501,126878430.96282506,175602227.86178,5051718.890063141,2537568.619256501,2996385.6242503813,-117040141.97349484,0.0,0.0,178139796.48103648,8048104.514313522,-0.5898602353175091,-14.54257232437022,-867933099.8510691,Road,,,,,,,,,,
627,scenario_19,15103862.393218052,-651415205.7781019,167400540.7378984,379558042.029279,119560485.40414262,2391209.708082852,119560485.40414262,167400540.7378984,4815773.03516936,2391209.708082852,2823563.603165429,16823361.94488346,0.0,0.0,169791750.44598126,7639336.638334789,0.08895521928212466,2.2022019373334736,-370374016.72273034,Road,,,,,,,,,,
628,scenario_19,-258509719.94448268,-1404773119.0841773,175686226.4489187,843623719.4604181,126953453.23035777,2539069.0646071555,126953453.23035789,175686226.4489187,5054135.358547363,2539069.0646071555,2998157.3646654217,-287939764.7881963,0.0,0.0,178225295.51352584,8052292.723212785,-1.4504659352626177,-35.75873042445869,-1139615776.9718273,Road,,,,,,,,,,
629,scenario_19,-359534890.96664715,-1679447221.2860112,402931427.64072055,663431605.5407053,253549297.1379382,5070985.942758763,253549297.13793802,402931427.64072055,11591517.5405116,5070985.942758763,5987869.358232409,-400466148.6628781,0.0,0.0,408002413.5834793,17579386.89874401,-0.8812077551425674,-22.78043887250073,-1081477141.1023273,Road,,,,,,,,,,
648,scenario_19,-4657464.596007849,-2668468689.6426105,1071396212.4812833,903459593.8688072,688955418.6965123,13779108.373930246,688955418.6965122,1071396212.4812833,30821889.626559883,13779108.373930246,16270504.739584044,-5187693.757015631,0.0,0.0,1085175320.8552136,47092394.36614393,-0.00429190058647607,-0.11015990643162567,-955739681.9919667,Road,,,,,,,,,,
662,scenario_19,-1707894106.8271744,-2979127509.834586,530762211.27003866,378649255.98540705,361821935.75196594,7236438.715039318,361821935.751966,530762211.27003866,15268949.155445866,7236438.715039318,8544856.983164383,-1902329349.583356,0.0,0.0,537998649.985078,23813806.13861025,-3.1745323280542523,-79.88346501649877,-2304792411.707373,Road,,,,,,,,,,
669,scenario_19,525426936.49796,71432353.57553607,146397842.0088156,206801834.96259755,100794905.9510108,2015898.119020216,100794905.9510108,146397842.0088156,4211568.115881399,2015898.119020216,2380392.040612237,585244177.8247114,0.0,0.0,148413740.1278358,6591960.156493636,3.540284990091785,88.78151019286678,371850382.7056202,Road,,,,,,,,,,
670,scenario_19,-141743149.70058894,-688186735.2283417,163731572.53603578,266421133.01100266,116290879.9807143,2325817.599614286,116290879.98071432,163731572.53603578,4710224.283322206,2325817.599614286,2746347.967589023,-157879901.74563166,0.0,0.0,166057390.13565007,7456572.250911228,-0.8535792931877398,-21.173254470422116,-431757607.0075456,Road,,,,,,,,,,
673,scenario_19,253660468.28136384,-60365527.63881765,123156084.40216218,110811224.86079405,80058686.65722525,1601173.7331445047,80058686.65722525,123156084.40216218,3542950.0273215203,1601173.7331445047,1890681.4655231787,282538449.96112883,0.0,0.0,124757258.13530669,5433631.492844699,2.03323215075995,51.99808826439386,166293593.60749006,Road,,,,,,,,,,
678,scenario_19,-291852656.1568819,-1559209280.4338164,183630858.38641328,949720386.4885384,134005379.40198286,2680107.588039657,134005379.40198278,183630858.38641328,5282686.258623817,2680107.588039657,3164697.020330958,-325078628.3187743,0.0,0.0,186310965.97445294,8447383.278954774,-1.5664813642633408,-38.48276058796251,-1283246398.0862675,Road,,,,,,,,,,
680,scenario_19,88289978.01366769,-1443188782.6002584,379273129.26478386,844171667.368536,308033963.980606,6160679.27961212,308033963.9806061,379273129.26478386,10910916.421335924,6160679.27961212,7274589.813636489,98341352.53355327,0.0,0.0,385433808.544396,18185506.234972414,0.2290665116978135,5.407677480236087,-764015821.0699551,Road,,,,,,,,,,
682,scenario_19,-407959518.72087646,-4881821187.071072,2012529101.0006804,1169952032.0440044,1291380535.3055098,25827610.706110194,1291380535.3055105,2012529101.0006804,57896368.40102829,25827610.706110194,30497493.088954844,-454403679.2458799,0.0,0.0,2038356711.7067907,88393861.48998314,-0.20014137681489372,-5.140670082586824,-1712749572.7798674,Road,,,,,,,,,,
689,scenario_19,-847994567.2646672,-1845193885.357181,248009031.861101,569401800.4221355,179788485.80927745,3595769.7161855493,179788485.80927753,248009031.861101,7134715.353071464,3595769.7161855493,4245919.737472988,-944534527.7241205,0.0,0.0,251604801.57728654,11380635.090544451,-3.370343339827658,-82.99488738628328,-1525316963.2368004,Road,,,,,,,,,,
694,scenario_19,238690109.7096941,-879440856.1174088,244000087.32599494,703791579.9187732,170339298.5823347,3406785.971646694,170339298.58233464,244000087.32599494,7019386.17368798,3406785.971646694,4022765.899954636,265863790.58334106,0.0,0.0,247406873.29764163,11042152.073642615,0.9647674962632874,24.077171624719092,-448969941.4090747,Road,,,,,,,,,,
726,scenario_19,-241884669.5360874,-1145986774.4820373,163141107.3825319,625204770.7737253,115756226.78969271,2315124.5357938544,115756226.78969276,163141107.3825319,4693237.801964877,2315124.5357938544,2733721.494173648,-269422035.14455545,0.0,0.0,165456231.91832575,7426959.296138525,-1.4619254091045,-36.27622347205204,-902053765.2144192,Road,,,,,,,,,,
736,scenario_19,-16755185.54900482,-1010980836.0319016,160242608.0847507,720808286.5499029,113174755.84824304,2263495.116964861,113174755.84824312,160242608.0847507,4609853.873220184,2263495.116964861,2672756.975936137,-18662680.022241082,0.0,0.0,162506103.20171556,7282610.849156321,-0.10310496171461908,-2.5626359019860474,-746753577.4213003,Road,,,,,,,,,,
750,scenario_19,-1116876970.1406565,-2464627511.337125,405667555.44615126,639672688.6802733,302410297.0700435,6048205.94140087,302410297.07004356,405667555.44615126,11670230.37171327,6048205.94140087,7141780.205584832,-1244027853.7639477,0.0,0.0,411715761.38755214,18812010.5772981,-2.7127379490563857,-66.12944685802015,-1902512553.0215192,Road,,,,,,,,,,
755,scenario_19,-29794172.1434647,-3011716895.4735937,1595495248.5975742,402705228.19100696,983722246.5415475,19674444.93083095,983722246.5415483,1595495248.5975742,45899152.78689137,19674444.93083095,23231775.294068877,-33186090.33691522,0.0,0.0,1615169693.5284052,69130928.08096024,-0.018446465571291207,-0.48004693786333236,-505022246.6088824,Road,,,,,,,,,,
759,scenario_19,-2021172470.034356,-6062184488.115365,2243886982.086268,398826192.1902575,1398298843.8044841,27965976.87608968,1398298843.8044834,2243886982.086268,64552064.01762943,27965976.87608968,33022496.59131815,-2251272895.0503483,0.0,0.0,2271852958.9623575,97574560.60894758,-0.8896581365712608,-23.072334438407985,-2747673647.8495536,Road,,,,,,,,,,
761,scenario_19,319960827.4376093,-265541588.8588907,194510161.53526613,258963742.84101096,132028511.92022297,2640570.23840446,132028511.92022294,194510161.53526613,5595661.679818603,2640570.23840446,3118010.934615342,356386774.98705864,0.0,0.0,197150731.77367058,8713672.614433944,1.6229248786401917,40.89972056061807,88709359.53161374,Road,,,,,,,,,,
764,scenario_19,26996763.32030336,-2978240498.939005,1237553924.4870203,974395798.3529985,793287539.4192897,15865750.788385794,793287539.4192901,1237553924.4870203,35601909.007235095,15865750.788385794,18734432.330025967,30070210.443770442,0.0,0.0,1253419675.2754061,54336341.337261066,0.021538486951205332,0.5534088181816879,-998661929.2464892,Road,,,,,,,,,,
767,scenario_19,246022686.9048379,-195650366.84507516,150623175.04687318,186473883.63666594,104575995.066374,2091519.9013274799,104575995.066374,150623175.04687318,4333122.35232289,2091519.9013274799,2469686.9742215862,274031145.1931191,0.0,0.0,152714694.94820067,6802809.326544477,1.6109955036631307,40.28205584476005,80754452.2299087,Road,,,,,,,,,,
770,scenario_19,139158368.21739382,-328355594.45185757,143492675.31249598,225813807.2492222,98207480.10753317,1964149.6021506635,98207480.10753322,143492675.31249598,4127992.3796434063,1964149.6021506635,2319286.890253924,155000855.7567229,0.0,0.0,145456824.91464663,6447279.269897331,0.956698788792147,24.041281487592705,-77260230.76239663,Road,,,,,,,,,,
775,scenario_19,-1236505989.046538,-2432701002.040575,382970892.88338715,501858398.6236246,311365721.48702526,6227314.429740505,311365721.48702526,382970892.88338715,11017293.558747813,6227314.429740505,7353273.244854582,-1377276041.0003884,0.0,0.0,389198207.31312764,18370566.803602394,-3.1770598266186587,-74.9718860460152,-1897505006.4276154,Road,,,,,,,,,,
776,scenario_19,-393587360.22783816,-1500408588.4065485,209077719.4171044,741178185.3410351,156565323.4205707,3131306.468411414,156565323.42057085,209077719.4171044,6014740.687128781,3131306.468411414,3697477.0320966775,-438395322.0480427,0.0,0.0,212209025.8855158,9712217.719225459,-1.8547154560719474,-45.13853938634773,-1189285725.1083033,Road,,,,,,,,,,
780,scenario_19,88063954.93524808,-800044319.6278805,173941505.44616896,588815311.8018028,125351457.31515682,2507029.1463031364,125351457.31515682,173941505.44616896,5003943.284364692,2507029.1463031364,2960324.3185441117,98089597.85272029,0.0,0.0,176448534.5924721,7964267.602908803,0.49909144974562564,12.316210698005031,-498689981.5519913,Road,,,,,,,,,,
789,scenario_19,-596406157.0555923,-1914196226.5688584,240556252.56542307,892335239.9016662,184898577.04617688,3697971.5409235377,184898577.0461769,240556252.56542307,6920314.0529861245,3697971.5409235377,4366600.642845624,-664304029.3328224,0.0,0.0,244254224.1063466,11286914.69583175,-2.4417434713265025,-58.85612208783234,-1567926183.9303203,Road,,,,,,,,,,
791,scenario_19,-163827638.86072466,-1079559847.3514411,218905443.42968664,531374633.72333914,165452131.3376907,3309042.6267538145,165452131.3376906,218905443.42968664,6297464.315668204,3309042.6267538145,3907349.6108026276,-182478600.06770095,0.0,0.0,222214486.05644044,10204813.926470831,-0.7372500405716752,-17.881619535889783,-724058047.7175109,Road,,,,,,,,,,
809,scenario_19,-174581552.355021,-1177215500.191967,219932541.20594823,616331936.0049007,166369470.62609696,3327389.412521939,166369470.62609708,219932541.20594823,6327011.829395459,3327389.412521939,3929013.6732873362,-194456793.0840614,0.0,0.0,223259930.61847016,10256025.502682796,-0.7819654510838496,-18.960248590762077,-821044754.5916449,Road,,,,,,,,,,
810,scenario_19,15097310.221888958,-1393692932.331452,335471943.9859319,804186202.0270324,269132096.5403764,5382641.930807529,269132096.54037666,335471943.9859319,9650845.4201041,5382641.930807529,6355875.770045022,16816063.84146299,0.0,0.0,340854585.9167394,16006721.190149121,0.044292524864479245,1.050562675622285,-803376859.3757185,Road,,,,,,,,,,
811,scenario_19,-850312.9707240683,-454445140.1462244,133189653.18864092,231392420.01151437,89012753.97534499,1780255.0795068997,89012753.97534502,133189653.18864092,3831595.3912818176,1780255.0795068997,2102142.4552830947,-947116.869877164,0.0,0.0,134969908.26814783,5933737.846564912,-0.00630001888298488,-0.15961555673132027,-238273274.72795644,Road,,,,,,,,,,
813,scenario_19,628614780.9670798,-997370430.3578202,361895853.9050882,1000306844.7653654,263782512.65444642,5275650.253088929,263782512.65444636,361895853.9050882,10411007.557642573,5275650.253088929,6229538.959841097,700179444.753244,0.0,0.0,367171504.15817714,16640546.51748367,1.712046751580899,42.07670968123485,-316767946.52960503,Road,,,,,,,,,,
822,scenario_19,-108133298.70976956,-723015394.485787,223972069.77134562,232662714.17949516,158247311.82517675,3164946.236503535,158247311.82517672,223972069.77134562,6443220.849117179,3164946.236503535,3737199.19635637,-120443736.51771985,0.0,0.0,227137016.00784916,10180420.04547355,-0.47607079026710825,-11.830920136863304,-363286870.74268854,Road,,,,,,,,,,
831,scenario_19,-271341974.3205575,-1441915208.129211,175544162.2241604,868202501.2058557,126826570.37863737,2536531.407572747,126826570.37863731,175544162.2241604,5050048.459784447,2536531.407572747,2995160.874639703,-302232907.4504637,0.0,0.0,178080693.63173315,8045209.33442415,-1.523702366533267,-37.566817081720664,-1178480617.9907436,Road,,,,,,,,,,
837,scenario_19,68146439.6485526,-1346370476.1103024,140808329.995619,1177913167.992639,95795417.77059698,1915908.3554119393,95795417.77059698,140808329.995619,4050769.225302826,1915908.3554119393,2262323.1584647987,75904572.59313603,0.0,0.0,142724238.35103095,6313092.383767625,0.4774692822738777,12.023358439724989,-1108321687.7832706,Road,,,,,,,,,,
858,scenario_19,49176308.67546577,-2145074370.841808,695861081.2461154,1024505777.1777866,473883821.0933717,9477676.421867434,473883821.0933714,695861081.2461154,20018507.804796882,9477676.421867434,11191332.193452612,54774786.635513365,0.0,0.0,705338757.6679829,31209839.998249494,0.06972012829417498,1.755048620517939,-1000940830.5405227,Road,,,,,,,,,,
863,scenario_19,117592420.34299068,-1047164387.1042984,259828758.63152117,720458860.959576,184469187.85619193,3689383.757123839,184469187.85619187,259828758.63152117,7474744.848873279,3689383.757123839,4356460.104486852,130979732.06464767,0.0,0.0,263518142.388645,11831204.953360131,0.44624032059835034,11.070700962495682,-601310333.8482884,Road,,,,,,,,,,
866,scenario_19,-79932603.31374685,-1008043017.1353582,157773330.63999507,659382304.5413854,110954778.64023088,2219095.5728046177,110954778.6402309,157773330.63999507,4538817.784075019,2219095.5728046177,2620329.5637923023,-89032532.32416683,0.0,0.0,159992426.2127997,7159147.347867321,-0.4996024199760032,-12.436192188541732,-755573984.2134196,Road,,,,,,,,,,
873,scenario_19,-1065339504.5505742,-3187894726.1932607,937904892.4755925,576800263.4364141,607850065.7306795,12157001.31461359,607850065.73068,937904892.4755925,26981615.894594394,12157001.31461359,14355104.999593727,-1186623104.2521112,0.0,0.0,950061893.7902061,41336720.89418812,-1.1213369481650044,-28.70627080676224,-1804760088.5827136,Road,,,,,,,,,,
