development,mean_total_tts,median_total_tts,std_total_tts,min_total_tts,max_total_tts,origin_access_savings,network_savings,destination_access_savings,access_savings,origin_access_savings_per_demand,network_savings_per_demand,destination_access_savings_per_demand,access_savings_per_demand,mean_total_tts_per_demand,n_scenarios
202,-10813.913604282463,-8326.225077172276,7574.60482939323,-19319.52023420087,-4795.9955014742445,693.3736979650736,-12200.6610002125,693.3736979650736,1386.7473959301471,0.07378087035423406,-1.1357618522642445,0.07378087035423402,0.1475617407084681,-0.9882001115557855,3
499,-10952.408655383275,-8832.46878360724,7463.046671000087,-19246.08143411507,-4778.675748427515,-395.7852764539336,-10160.83810247539,-395.785276453936,-791.5705529078696,-0.04211492621755112,-0.9190489086304527,-0.042114926217551474,-0.0842298524351026,-1.003278761065556,3
114,-11159.855510899177,-8854.028890098678,8153.733013948781,-20218.193209582707,-4407.344433016144,508.5836028153135,-12177.022716529746,508.5836028153123,1017.1672056306257,0.05411762946615581,-1.118522037514942,0.05411762946615556,0.10823525893231138,-1.0102867785826348,3
144,-11569.929168504817,-9421.1997026389,7602.318141231428,-20015.349618388107,-5273.238184487447,-554.3047529619034,-10461.319662580965,-554.3047529619058,-1108.6095059238094,-0.058982749408268954,-0.9479346385497479,-0.05898274940826926,-0.11796549881653823,-1.0659001373662886,3
243,-11904.803135989234,-9813.597087288508,6198.023326772833,-18877.938202060526,-7022.874118618667,1144.2680775032798,-14193.339290995695,1144.2680775032786,2288.5361550065586,0.12175987484769425,-1.3777035725079039,0.12175987484769409,0.24351974969538834,-1.1341838228125225,3
970,-12097.585685733977,-9714.67732922826,7154.266146780426,-20139.21029415424,-6438.869433819433,-193.11071230056768,-11711.36426113286,-193.11071230056768,-386.22142460113537,-0.020548625471671172,-1.092935428036102,-0.020548625471671297,-0.04109725094334247,-1.134032678979444,3
629,-12451.71681284695,-9923.320437934948,8553.406702637101,-21984.29906547652,-5447.530935129384,-166.3930467959908,-12118.930719255004,-166.39304679599203,-332.7860935919828,-0.017705638171308866,-1.1042973251725654,-0.017705638171309036,-0.0354112763426179,-1.1397086015151792,3
261,-12565.881401517623,-9582.719813811476,9083.68064814657,-22766.01054304256,-5348.91384769883,549.161362243592,-13664.204126004712,549.1613622435895,1098.3227244871814,0.058435448869752195,-1.2591212550445732,0.05843544886975194,0.11687089773950414,-1.1422503573050744,3
245,-12860.714395861296,-10413.753800661769,8668.92936867875,-22490.12261863961,-5678.266768282512,-483.42583553396736,-11893.862724793376,-483.4258355339698,-966.8516710679372,-0.051440628587831806,-1.077167669168975,-0.05144062858783215,-0.10288125717566395,-1.180048926344636,3
27,-12968.028425805465,-10310.147664192133,9322.827715900132,-23331.1743064411,-5262.763306783163,-233.93859238354344,-12500.151241038344,-233.93859238354466,-467.87718476708807,-0.024893059774957437,-1.1276198671694846,-0.024893059774957607,-0.04978611954991504,-1.1774059867193991,3
552,-13370.564445426726,-10441.725581392646,9175.124556156468,-23652.542371855816,-6017.4253830317175,93.81789530706737,-13558.200236040904,93.81789530706494,187.63579061413233,0.00998302357106953,-1.2453290039274791,0.00998302357106927,0.0199660471421388,-1.2253629567853346,3
776,-13491.184840630895,-10165.074122070218,9366.185190560516,-24066.488268708577,-6241.99213111389,359.8605419735929,-14210.905924578043,359.8605419735929,719.7210839471858,0.03829222837832414,-1.3129552654404975,0.038292228378324016,0.07658445675664816,-1.2363708086838507,3
25,-13907.343905364783,-11007.19502516673,10114.889888446443,-25155.522744270274,-5559.313946657348,-216.06143742873124,-13475.221030507237,-216.06143742873246,-432.1228748574637,-0.022990778139048724,-1.214266731677984,-0.02299077813904889,-0.045981556278097614,-1.260248287956087,3
558,-14666.388231354844,-11724.763915927031,9158.761581090477,-24934.53228512802,-7339.868493009475,959.6797239687888,-16585.747679292377,959.6797239687876,1919.3594479375763,0.10211810096554108,-1.567954210768628,0.10211810096554087,0.20423620193108194,-1.3637180088375465,3
682,-14680.039872967405,-11734.61336814193,9155.077980966258,-24945.29541223193,-7360.21083852835,959.6797239687888,-16599.39932090494,959.6797239687876,1919.3594479375763,0.10211810096554108,-1.569518387074582,0.10211810096554087,0.20423620193108194,-1.3652821851435004,3
469,-15978.687822331054,-11974.289604468737,12495.356957014807,-29985.36699779588,-5976.406864728546,1615.2744030280737,-19209.2366283872,1615.2744030280726,3230.548806056146,0.17187896176334397,-1.7753225011792535,0.17187896176334386,0.3437579235266878,-1.4315645776525667,3
277,-16276.336884380356,-12195.452615538146,12884.107027233735,-30706.694336407585,-5926.86370119534,1588.666114885052,-19453.669114150456,1588.666114885052,3177.332229770104,0.16904761314911967,-1.7926631215641011,0.16904761314911965,0.3380952262982393,-1.454567895265862,3
971,-17110.636131232994,-13336.974706787383,12777.60209270051,-31350.066765319323,-6644.866921592271,306.49061252953834,-17723.61735629205,306.49061252953715,612.9812250590754,0.03261321306185517,-1.6091704964675688,0.032613213061855044,0.06522642612371021,-1.5439440703438587,3
73,-17119.859124651877,-13459.53637822508,11543.687564811436,-30049.94169749436,-7850.099298236193,127.40699365674664,-17374.673111965338,127.40699365674543,254.81398731349205,0.013557189878818708,-1.600322788106941,0.013557189878818496,0.027114379757637207,-1.5732084083493068,3
